id,section,subsection,title,details,price_crc,price_text,tags,url,contact_value,channel_number,locale,version
27b7e363-b7fb-4f78-8e5d-3b6513a347e9,Residencial,FAQ,¿Cuánto se tarda en hacer la instalación?,"Para planes residenciales, la instalación se realiza entre 48 y 72 horas posteriores a la compra.
Durante la compra en el sitio web, el usuario selecciona fecha y hora según disponibilidad.
- Si la compra es antes de las 4:00 p. m., la instalación está disponible 48 horas después.
- Si la compra es después de las 4:00 p. m., la instalación está disponible 72 horas después.
El equipo técnico llega en la fecha y hora elegidas para configurar, probar y dejar el servicio operativo.
Para servicios empresariales, el tiempo puede variar según requerimientos específicos.",,,"faq, instalacion, tiempos",,,,es_CR,v1.3
62b5a03c-db91-49a4-b105-998434653a8d,Residencial,Promociones,Tercer mes gratis,Promoción vigente: el tercer mes es gratis al activar hoy. Aplican términos.,,,"promocion, mes gratis",,,,es_CR,v1.3
64196d27-b9b0-4dad-a3cc-00ee0ee15d2b,IPTV,Resumen,Servicio IPTV,Más de 100 canales disponibles. Se puede añadir a cualquier plan residencial.,,,"iptv, tv",,,,es_CR,v1.3
0d52df2b-79b5-4802-9bfa-8d87c465b9f5,IPTV,Dispositivos,Límite de dispositivos,El cliente puede comprar hasta 10 dispositivos IPTV al momento de la compra.,,,"dispositivos, limite",,,,es_CR,v1.3
7c81180e-d14d-407a-8fde-0c62e89f17b3,IPTV,Precios,Precio por dispositivo IPTV,Cada dispositivo IPTV tiene un valor de ₡4 590 IVI.,4590,₡4 590 IVI,"precio, iptv",,,,es_CR,v1.3
270f6214-af51-4c06-ab03-1bdd7228259b,Telefonía,Resumen,Telefonía Residencial,Servicio de telefonía VoIP residencial como adicional a planes de Internet.,,,"telefonia, voip, residencial",,,,es_CR,v1.3
c54bbc31-0e4d-49a3-953b-4d957866a06c,Telefonía,Precios,Costo mensual telefonía residencial,Precio por añadir telefonía residencial.,3590,₡3 590 IVI/mes,"precio, telefonia, residencial",,,,es_CR,v1.3
3535c208-2d4a-46a7-ac46-9754949f46b5,Empresarial,Servicios,Fibra Óptica,Máxima velocidad y estabilidad para operaciones críticas de negocio.,,,"fibra, empresarial",,,,es_CR,v1.3
641132e7-363e-4cf5-8623-59023cf02d4d,Empresarial,Servicios,Data center y redes administradas,Monitoreo y gestión proactiva para optimizar la infraestructura de TI.,,,"datacenter, redes, gestion",,,,es_CR,v1.3
29cc49d8-94cb-4fe8-8590-edec1526c235,Empresarial,Servicios,Telefonía VoIP,"Comunicación sobre Internet con menor costo y funcionalidades avanzadas: conferencias, transferencia de llamadas, etc.",,,"voip, telefonia, empresarial",,,,es_CR,v1.3
b7290ae4-bab1-4cd0-8c19-e143c858a7ff,Empresarial,Servicios,Soporte 24/7,Soporte técnico especializado disponible en todo momento.,,,"soporte, 24/7",,,,es_CR,v1.3
db0d6c16-b970-4d8b-9a4b-c0d5298b3208,Empresarial,Servicios,Seguridad,"Protección integral contra malware, phishing y ransomware; asegura continuidad y confidencialidad.",,,"seguridad, ciberseguridad",,,,es_CR,v1.3
f89f48e4-77b7-41fb-8673-6c80e4b8c628,Empresarial,Servicios,Firewall gestionado,Bloqueo de accesos no autorizados y prevención de ataques; soluciones personalizadas.,,,"firewall, seguridad",,,,es_CR,v1.3
16e6811f-c390-4191-bfb2-04c3a3326cba,Privacidad,Introducción,Introducción,ADN valora y respeta la privacidad y cumple leyes aplicables de protección de datos.,,,"privacidad, introduccion",,,,es_CR,v1.3
94c35999-d087-48e6-b846-c8ca1544b636,Privacidad,Datos,Datos de contacto,"Nombre, identificación, dirección, correo electrónico y número de teléfono.",,,"datos, contacto",,,,es_CR,v1.3
d6b1bff1-4f6a-483e-acd3-cd690e7d5d80,Privacidad,Datos,Información de pago,Detalles de tarjetas de crédito/débito y cuentas bancarias.,,,"datos, pago",,,,es_CR,v1.3
423f6e5a-b339-4c68-8ede-65c005c53011,Privacidad,Datos,Datos de uso,Información del uso del servicio de Internet: direcciones IP y historial de navegación.,,,"datos, uso",,,,es_CR,v1.3
3186a371-fd80-47f8-af3d-8598a72831c5,Privacidad,Datos,Información técnica,"Datos de dispositivos usados para acceder a los servicios: tipo de dispositivo, sistema operativo y navegador.",,,"datos, tecnico",,,,es_CR,v1.3
934c2dfd-8c80-4e43-9a0a-f1ace9915faf,Privacidad,Finalidades,Prestación de servicios,"Proporcionar, mantener y mejorar los servicios de Internet.",,,"finalidad, servicio",,,,es_CR,v1.3
3fc8326b-cb22-4bcf-9ee9-6e0b2c2e14ee,Privacidad,Finalidades,Facturación y pagos,Procesamiento de transacciones y gestión de pagos.,,,"finalidad, pagos",,,,es_CR,v1.3
ba7cf5a3-f07c-43a6-8e78-5d99351d6803,Privacidad,Finalidades,Soporte al cliente,"Atender consultas, solicitudes y resolver problemas técnicos.",,,"finalidad, soporte",,,,es_CR,v1.3
7f47abe8-e1e7-4073-8a68-dc7cd8fe5294,Privacidad,Finalidades,Marketing y comunicaciones,"Enviar información sobre productos, servicios, promociones y eventos con consentimiento previo.",,,"finalidad, marketing",,,,es_CR,v1.3
c3a3491c-b72b-4f77-bd3e-556115eb92e2,Privacidad,Finalidades,Cumplimiento legal,Cumplir obligaciones legales y reguladoras.,,,"finalidad, legal",,,,es_CR,v1.3
844faf71-fc30-4860-b003-d0efa2db0eb0,Privacidad,Divulgación,Proveedores de servicios,"Se comparte información con terceros que prestan servicios (pagos, soporte, marketing).",,,"divulgacion, terceros",,,,es_CR,v1.3
9a187995-8f5f-4115-b513-742ffcc067e2,Privacidad,Divulgación,Obligaciones legales,Se divulga información cuando la ley lo requiera o por procesos legales.,,,"divulgacion, legal",,,,es_CR,v1.3
6f511449-9ed0-4f78-89b7-6b3095f6dfae,Privacidad,Seguridad,Seguridad de los datos,"Medidas razonables: cifrado, controles de acceso y políticas internas.",,,"seguridad, datos",,,,es_CR,v1.3
511c00da-bbeb-4495-8d89-7709667600bf,Privacidad,Retención,Retención de datos,Conservación solo por el tiempo necesario o exigido por ley.,,,"retencion, datos",,,,es_CR,v1.3
786990f2-bd7e-4d1d-bc35-24e11a2aa94f,Privacidad,Derechos,Derechos del cliente,"Acceso, rectificación, eliminación, restricción, oposición y portabilidad de datos.",,,"derechos, cliente",,,,es_CR,v1.3
772c2a2a-0d93-44f8-9b19-e7ed759cb5bc,Privacidad,Cambios,Cambios a la política,ADN puede actualizar la política y lo notificará por sus canales habituales.,,,"cambios, politica",,,,es_CR,v1.3
bac827a6-01e7-45c4-a555-9b16acb76a86,Privacidad,Contacto,Contacto privacidad,"Consultas de privacidad: info@data.cr, (+506) 4050-5050, dirección: La Colmena, Sabana Sur, San José.",,,"contacto, privacidad",,,,es_CR,v1.3
2e0291d0-1373-4cfb-bdbe-fe98b11f92da,Cobertura,General,Cobertura nacional,Conectamos hogares y empresas en Costa Rica. Verificar cobertura por dirección antes de contratar.,,,"cobertura, nacional",https://data.cr/cobertura,,,es_CR,v1.3
d5854021-59d6-47b3-ac0d-84a00ffa1b82,Cobertura,Consulta,¿Cómo consultar cobertura?,"Ingresa a https://data.cr/cobertura o comparte tu dirección exacta por este medio (Provincia, Cantón, Distrito, Condominio/Dirección exacta).",,,"cobertura, consulta, direccion",https://data.cr/cobertura,,,es_CR,v1.3
1a2b74ba-b597-4136-815e-ef0313b17893,Contratación,WhatsApp,¿Puedo contratar por este medio (WhatsApp)?,"Sí. Un asesor verifica cobertura, recomienda plan, registra tus datos y comparte el enlace de pago/agenda. Ten a mano: cédula, dirección exacta y disponibilidad de horarios.",,,"contratar, whatsapp, asesor",,,,es_CR,v1.3
897de33f-01fd-4b34-9918-dbbe70a5a185,Contratación,Online,¿Cómo contratar mi servicio en línea?,"1) Verifica tu cobertura primero: visita https://data.cr/cobertura o comparte la dirección exacta por WhatsApp (Provincia, Cantón, Distrito, Condominio/Dirección exacta).
2) Elige el canal de contratación: por este mismo medio (WhatsApp) o directamente en https://data.cr/adquirir-servicios.
3) Selecciona tu plan (100/100, 250/250, 500/500 o 1 Gbps) y los adicionales (IPTV y/o Telefonía).
4) Completa el formulario de checkout con tu Información Personal: Tipo de cédula, Cédula, Nombre, Correo electrónico, Celular y Teléfono (opcional).
5) Completa la Información de Ubicación: selecciona un Condominio de la lista disponible (integración ONVO). Los campos de Provincia, Cantón y Distrito se precargan según el condominio. Indica Número de casa/apartamento y torre.
6) Agenda la instalación: escoge una fecha disponible y una hora entre los bloques ofrecidos (por ejemplo, 08:00 o 14:00).
7) Información Legal obligatoria: sube las fotos de la cédula (frontal y posterior) y firma digitalmente aceptando los términos y condiciones.
8) Pago: procesa el pago mediante ONVO Pay con tarjeta; también se aceptan SINPE Móvil y transferencia bancaria según instrucciones.
9) Confirmación: recibirás confirmación de compra y programación. La instalación se realiza entre 48 y 72 horas según el horario de compra (antes/después de las 4:00 p. m.).",,,"contratar, online, checkout, onvo, agenda, firma, pago",https://data.cr/adquirir-servicios,,,es_CR,v1.3
091de4d7-3792-4fc6-812f-2d9e42e166d3,Pagos,Métodos,Métodos de pago disponibles,"Opciones: pago con tarjeta en la página web (pasarela ONVO Pay), SINPE Móvil y transferencia bancaria.
Bancos afiliados: BAC Credomatic, BCR, Banco Nacional, BCT, Banco Lafise, Banco Popular.",,,"pagos, sinpe, transferencia, tarjeta, bancos",,,,es_CR,v1.3
ca7d2186-ddb2-4df8-bd13-3cfb719adecb,Pagos,ONVO Pay,¿Qué es ONVO Pay?,Pasarela de pago en línea para transacciones rápidas y seguras con tarjetas de crédito o débito; garantiza una experiencia de pago confiable y segura.,,,"onvopay, pasarela, tarjeta",,,,es_CR,v1.3
b43ad1d7-dfe0-4818-9585-75f8c4c35c85,Soporte,Herramientas,Línea Gratuita,Opción de soporte denominada 'Línea Gratuita'. Número provisto en canales oficiales.,,,"soporte, linea gratuita",,,,es_CR,v1.3
46566070-1cf0-47ed-979d-69848ca3e949,Soporte,Herramientas,Correo de Soporte,Canal de contacto para soporte técnico por correo: helpdesk@data.cr,,,"soporte, correo",,helpdesk@data.cr,,es_CR,v1.3
0d9a46fb-2f3a-41bc-a506-745c6d46e3c8,Soporte,Herramientas,Test de velocidad,Herramienta indicada en el sitio para comprobar la velocidad de conexión.,,,"soporte, test velocidad",,,,es_CR,v1.3
0a794fa0-3649-4cb2-8b64-47e10ff9b047,Compañía,Conócenos,Quiénes Somos (Sección del sitio),"Sección del sitio con información corporativa (misión, visión, historia).",,,"empresa, quienes somos",,,,es_CR,v1.3
e4db580d-48f2-4a4a-804e-5b16633d7cde,Compañía,Conócenos,Noticias (Sección del sitio),Sección de noticias/actualizaciones corporativas.,,,"empresa, noticias",,,,es_CR,v1.3
6332d2aa-fe81-481a-a767-97d9bd7b0ada,Servicios,Catálogo,Residencial (Sección del sitio),Sección de servicios residenciales en el sitio.,,,"servicios, residencial",,,,es_CR,v1.3
22ae6c2e-e183-418b-a131-f81eddc28699,Servicios,Catálogo,Empresarial (Sección del sitio),Sección de servicios empresariales en el sitio.,,,"servicios, empresarial",,,,es_CR,v1.3
23186c76-8dec-4546-ab31-83249ac882f6,Servicios,Pagos,Canales de Pago (Sección del sitio),"Sección con métodos de pago: ONVO Pay (tarjeta), SINPE Móvil y transferencia bancaria.",,,"pagos, onvo, sinpe, transferencia",,,,es_CR,v1.3
9bb0e201-6d04-4820-bc06-6932b4b9333f,Servicios,Equipos,Nuestros Equipos (Sección del sitio),Sección que referencia equipamiento del servicio.,,,"equipos, hardware",,,,es_CR,v1.3
92c4b1c8-53d0-49a8-b835-8ed0124cee58,Servicios,Listas,Lista de Canales (Sección del sitio),Sección del sitio con la lista completa de canales IPTV.,,,"iptv, canales",,,,es_CR,v1.3
9676e5ea-6c47-470c-ac4a-e48dd8b34c5d,Servicios,Consultas,Consultas (Sección del sitio),Sección general para consultas a la compañía.,,,"consultas, contacto",,,,es_CR,v1.3
25265259-e690-4640-b1f6-088cc449ddaf,IPTV,Canales,Canal 1,Canal disponible en la grilla IPTV: Canal 1.,,,"canal, iptv",,,1,es_CR,v1.3
8dade9a7-343b-4ab6-aed4-bc312282d7ee,IPTV,Canales,Canal 2 CDR,Canal disponible en la grilla IPTV: Canal 2 CDR.,,,"canal, iptv",,,2,es_CR,v1.3
78e9b957-14ea-4341-a58e-7d628b54a8f4,IPTV,Canales,Antena 6,Canal disponible en la grilla IPTV: Antena 6.,,,"canal, iptv",,,3,es_CR,v1.3
282abe07-9f8e-4624-a08b-608c11600f21,IPTV,Canales,Canal 4,Canal disponible en la grilla IPTV: Canal 4.,,,"canal, iptv",,,4,es_CR,v1.3
7142dfd7-e0ff-43fa-9394-c299217aab8d,IPTV,Canales,Trivision,Canal disponible en la grilla IPTV: Trivision.,,,"canal, iptv",,,5,es_CR,v1.3
0b4cc319-d075-40e5-ae93-161eb2f61cbd,IPTV,Canales,Canal 6,Canal disponible en la grilla IPTV: Canal 6.,,,"canal, iptv",,,6,es_CR,v1.3
9cc1d6a7-eb36-479b-a8aa-d74d81442b9f,IPTV,Canales,Canal 7,Canal disponible en la grilla IPTV: Canal 7.,,,"canal, iptv",,,7,es_CR,v1.3
a089deb1-ebff-426b-adf8-9930a15c43f5,IPTV,Canales,Multimedios,Canal disponible en la grilla IPTV: Multimedios.,,,"canal, iptv",,,8,es_CR,v1.3
0e32b018-b755-42b0-894f-7fb23d044020,IPTV,Canales,UCR,Canal disponible en la grilla IPTV: UCR.,,,"canal, iptv",,,9,es_CR,v1.3
f983ba90-024c-4879-9667-7ff28b41fa3b,IPTV,Canales,ExtraTV 42,Canal disponible en la grilla IPTV: ExtraTV 42.,,,"canal, iptv",,,10,es_CR,v1.3
0605b77a-86d0-4a6d-bd3c-bdfce38c42cf,IPTV,Canales,Canal 11,Canal disponible en la grilla IPTV: Canal 11.,,,"canal, iptv",,,11,es_CR,v1.3
1c93646d-0bee-4ae4-8646-c25f26741f4a,IPTV,Canales,OPA TV,Canal disponible en la grilla IPTV: OPA TV.,,,"canal, iptv",,,12,es_CR,v1.3
305cd263-a174-4076-bec0-d2444464345b,IPTV,Canales,Sinart - Canal 13,Canal disponible en la grilla IPTV: Sinart - Canal 13.,,,"canal, iptv",,,13,es_CR,v1.3
5d447919-98cd-4177-9716-19259836ebb2,IPTV,Canales,CB TV,Canal disponible en la grilla IPTV: CB TV.,,,"canal, iptv",,,14,es_CR,v1.3
dd691e9c-f034-4a85-8ab5-f812febf7563,IPTV,Canales,Limon TV,Canal disponible en la grilla IPTV: Limon TV.,,,"canal, iptv",,,15,es_CR,v1.3
2329a0fc-04d6-45ea-8d2c-27d297153198,IPTV,Canales,Nicoya TV,Canal disponible en la grilla IPTV: Nicoya TV.,,,"canal, iptv",,,16,es_CR,v1.3
688b72c2-1f5b-4b55-bdaa-13861ea1b478,IPTV,Canales,TV Sur,Canal disponible en la grilla IPTV: TV Sur.,,,"canal, iptv",,,17,es_CR,v1.3
9198a068-b6b0-4333-8100-be345ad4eb26,IPTV,Canales,TV Plus,Canal disponible en la grilla IPTV: TV Plus.,,,"canal, iptv",,,18,es_CR,v1.3
501ac0ae-99f8-48f8-851e-a7e4b16e2064,IPTV,Canales,TicaVision,Canal disponible en la grilla IPTV: TicaVision.,,,"canal, iptv",,,19,es_CR,v1.3
dba85efc-4823-4790-9909-a8d93b7271b3,IPTV,Canales,Xpert TV,Canal disponible en la grilla IPTV: Xpert TV.,,,"canal, iptv",,,20,es_CR,v1.3
fa3c40b3-8539-4b20-87a6-b4e7db53acc8,IPTV,Canales,Telered,Canal disponible en la grilla IPTV: Telered.,,,"canal, iptv",,,21,es_CR,v1.3
61a796ec-e44c-49b0-8e6f-a12416806107,IPTV,Canales,Telesistema,Canal disponible en la grilla IPTV: Telesistema.,,,"canal, iptv",,,22,es_CR,v1.3
4dc3b924-160c-4cdd-8bef-8fd25376d406,IPTV,Canales,Canal de las Estrellas,Canal disponible en la grilla IPTV: Canal de las Estrellas.,,,"canal, iptv",,,23,es_CR,v1.3
6604e974-5605-4981-9018-28264fc567d7,IPTV,Canales,TV Novelas Centro,Canal disponible en la grilla IPTV: TV Novelas Centro.,,,"canal, iptv",,,24,es_CR,v1.3
97773cf3-2149-4f8c-bd50-bfef8298729f,IPTV,Canales,Univision Lat,Canal disponible en la grilla IPTV: Univision Lat.,,,"canal, iptv",,,25,es_CR,v1.3
c91aa26a-35f7-45be-b07c-16084ed6a731,IPTV,Canales,De Película,Canal disponible en la grilla IPTV: De Película.,,,"canal, cine, iptv",,,26,es_CR,v1.3
f689dbb0-c05f-4e2e-8555-fd0fb4745fa8,IPTV,Canales,Distrito Comedia,Canal disponible en la grilla IPTV: Distrito Comedia.,,,"canal, iptv",,,27,es_CR,v1.3
10adbe26-7c3d-4959-b84a-807896b9e5ab,IPTV,Canales,BEXTV,Canal disponible en la grilla IPTV: BEXTV.,,,"canal, iptv",,,28,es_CR,v1.3
7534c543-4c3f-434f-b8dd-560b3481bbfe,IPTV,Canales,AXN,Canal disponible en la grilla IPTV: AXN.,,,"canal, cine, iptv",,,29,es_CR,v1.3
2d0a1f9b-1389-4cfe-ac55-1af99633484b,IPTV,Canales,A&E,Canal disponible en la grilla IPTV: A&E.,,,"canal, cine, iptv",,,30,es_CR,v1.3
c6f8160f-96ea-4de7-9fc2-bac9e071310b,IPTV,Canales,Golden,Canal disponible en la grilla IPTV: Golden.,,,"canal, cine, iptv",,,31,es_CR,v1.3
fee07435-5320-4746-a404-84c40d530413,IPTV,Canales,Golden Edge,Canal disponible en la grilla IPTV: Golden Edge.,,,"canal, cine, iptv",,,32,es_CR,v1.3
79867e6f-08b8-4a81-8e69-d498928ca1bc,IPTV,Canales,LifeTime,Canal disponible en la grilla IPTV: LifeTime.,,,"canal, iptv",,,33,es_CR,v1.3
b505de71-75cd-4fc6-98e7-8266f85d9b76,IPTV,Canales,Star Channel,Canal disponible en la grilla IPTV: Star Channel.,,,"canal, cine, iptv",,,34,es_CR,v1.3
cd76c9b4-5142-433b-ac70-84f3562de850,IPTV,Canales,Sony Entertainment TV,Canal disponible en la grilla IPTV: Sony Entertainment TV.,,,"canal, cine, iptv",,,35,es_CR,v1.3
e8c81a72-b905-4040-a34d-d921344e86f7,IPTV,Canales,Sony Movies,Canal disponible en la grilla IPTV: Sony Movies.,,,"canal, cine, iptv",,,36,es_CR,v1.3
1c84c008-10e0-4003-8045-11b8623d32b7,IPTV,Canales,Paramount,Canal disponible en la grilla IPTV: Paramount.,,,"canal, cine, iptv",,,37,es_CR,v1.3
5eedcf47-ab9e-4216-8134-6bcc56ff9cee,IPTV,Canales,AMC,Canal disponible en la grilla IPTV: AMC.,,,"canal, cine, iptv",,,38,es_CR,v1.3
0b0e3d54-8ecf-46d9-b462-4012b6ccce0d,IPTV,Canales,History Channel,Canal disponible en la grilla IPTV: History Channel.,,,"canal, iptv",,,39,es_CR,v1.3
3c3f40fc-9d1f-402c-9c83-79e097c46116,IPTV,Canales,History Channel 2,Canal disponible en la grilla IPTV: History Channel 2.,,,"canal, iptv",,,40,es_CR,v1.3
a4238fbc-913c-47f3-a6a6-5b5a230f3968,IPTV,Canales,GOURMET,Canal disponible en la grilla IPTV: GOURMET.,,,"canal, iptv",,,41,es_CR,v1.3
0bb72445-2a4e-40f9-a057-41bc261a28a6,IPTV,Canales,MasChic,Canal disponible en la grilla IPTV: MasChic.,,,"canal, iptv",,,42,es_CR,v1.3
0439dbe3-1958-46ca-aecb-5c4f8102b0d2,IPTV,Canales,Disney,Canal disponible en la grilla IPTV: Disney.,,,"canal, infantil, iptv",,,43,es_CR,v1.3
1024d349-989e-4cf7-a53d-e50031037cde,IPTV,Canales,Europa,Canal disponible en la grilla IPTV: Europa.,,,"canal, iptv",,,44,es_CR,v1.3
77eb98c7-1927-44d1-a4dd-20e4aeefed89,IPTV,Canales,Cine Familiar,Canal disponible en la grilla IPTV: Cine Familiar.,,,"canal, cine, iptv",,,45,es_CR,v1.3
f6aeeb6d-ea4f-4342-92a0-1226b47e289b,IPTV,Canales,Cine Premium,Canal disponible en la grilla IPTV: Cine Premium.,,,"canal, cine, iptv",,,46,es_CR,v1.3
f92ec28a-ac9c-4e2f-a284-be11ee3eae7d,IPTV,Canales,Cine Hispano,Canal disponible en la grilla IPTV: Cine Hispano.,,,"canal, cine, iptv",,,47,es_CR,v1.3
c657ca56-da49-4289-b6de-df3a77189de4,IPTV,Canales,Canal Infantil,Canal disponible en la grilla IPTV: Canal Infantil.,,,"canal, infantil, iptv",,,48,es_CR,v1.3
4ac5c3c0-8e66-4ead-b968-047f876d34e6,IPTV,Canales,XKIDS,Canal disponible en la grilla IPTV: XKIDS.,,,"canal, infantil, iptv",,,49,es_CR,v1.3
53472b61-095b-4c17-b4bf-a13c8a2caa55,IPTV,Canales,Baby TV,Canal disponible en la grilla IPTV: Baby TV.,,,"canal, infantil, iptv",,,50,es_CR,v1.3
13f120b4-5e80-47f7-b82d-9f435d4bc683,IPTV,Canales,Nick Jr,Canal disponible en la grilla IPTV: Nick Jr.,,,"canal, infantil, iptv",,,51,es_CR,v1.3
dff1125d-5f06-42a6-bd24-ccccb92e157b,IPTV,Canales,Nick LA,Canal disponible en la grilla IPTV: Nick LA.,,,"canal, infantil, iptv",,,52,es_CR,v1.3
a74e3260-4d26-4929-b614-f0784abb1025,IPTV,Canales,BitME,Canal disponible en la grilla IPTV: BitME.,,,"canal, iptv",,,53,es_CR,v1.3
ed6327bf-f0a3-4e91-a4aa-dcad4725a4b6,IPTV,Canales,Films&Arts,Canal disponible en la grilla IPTV: Films&Arts.,,,"canal, cine, iptv",,,54,es_CR,v1.3
09b29ebf-73ee-4b9d-a81b-456411f5b027,IPTV,Canales,MIMUSICA Regional,Canal disponible en la grilla IPTV: MIMUSICA Regional.,,,"canal, iptv, musica",,,55,es_CR,v1.3
aac0d680-f3fd-4cb3-a393-eebcfb04c239,IPTV,Canales,MIMUSICA Reggaeton,Canal disponible en la grilla IPTV: MIMUSICA Reggaeton.,,,"canal, iptv, musica",,,56,es_CR,v1.3
